project_id,item_code,description_ar,category,unit,quantity,unit_price_sar,confidence,waste_factor
SA-R03119,09PL,Water tank GRP,Plumbing,no,238.48,115.24,82,0.05
SA-R03120,01HV,Ducted AC,HVAC,no,779.4,2151.04,78,0.03
SA-R03120,02WI,Curtain wall,Windows,m2,839.13,645.62,77,0.05
SA-R03120,03EA,Excavation for foundations,EarthWork,m3,1198.04,22.43,84,0.05
SA-R03120,04CO,RC slabs,Concrete,m3,421.45,386.28,84,0.05
SA-R03120,05RE,Tie wire,Reinforcement,ton,1333.22,3217.42,87,0.07
SA-R03120,06BL,AAC blocks,Block,m2,775.87,36.33,79,0.06
SA-R03120,07PL,Sanitary fitting,Plumbing,no,637.72,102.37,82,0.05
SA-R03120,08DO,Metal door,Doors,no,357.95,1037.7,80,0.02
SA-R03120,09PL,Scratch coat,Plaster,m2,1299.36,23.88,93,0.1
SA-R03120,10WA,Water stop,Waterproofing,m2,1182.9,45.86,82,0.08
SA-R03121,01FI,Emergency light,FireFighting,no,675.6,250.14,95,0.03
SA-R03121,02BL,AAC blocks,Block,m2,671.38,31.14,81,0.06
SA-R03121,03CO,RC columns,Concrete,m3,792.47,335.83,95,0.05
SA-R03121,04PL,Copper pipe 15mm,Plumbing,no,579.34,90.53,82,0.05
SA-R03121,05CE,Mosaic tiles,Ceramic,m2,259.47,47.39,82,0.1
SA-R03121,06PA,Emulsion paint internal,Paint,m2,374.02,13.48,93,0.1
SA-R03121,07EL,Wire 6mm,Electrical,no,332.43,64.88,86,0.05
SA-R03122,01BL,AAC blocks,Block,m2,978.69,43.62,97,0.06
SA-R03122,02RE,Tie wire,Reinforcement,ton,4345.42,3726.79,96,0.07
SA-R03122,03MA,Marble cladding,Marble,m2,5387.43,182.02,92,0.08
SA-R03122,04PL,PVC pipe 110mm,Plumbing,no,4823.52,125.13,88,0.05
SA-R03122,05PA,Anti-mold paint,Paint,m2,1431.98,18.64,94,0.1
SA-R03122,06HV,Air handling unit,HVAC,no,2445.87,2525.16,89,0.03
SA-R03122,07CO,RC beams,Concrete,m3,5293.01,477.78,76,0.05
SA-R03122,08WA,Water stop,Waterproofing,m2,1197.53,55.65,95,0.08
SA-R03122,09WI,Aluminum window sliding,Windows,m2,2103.16,697.66,87,0.05
SA-R03122,10CE,Porcelain tiles 60x60,Ceramic,m2,5705.1,64.49,80,0.1
SA-R03122,11EA,Excavation for foundations,EarthWork,m3,3863.52,23.64,97,0.05
SA-R03122,12DO,UPVC door,Doors,no,4701.61,1204.55,98,0.02
SA-R03123,01EL,DB panel,Electrical,no,35872.84,68.14,84,0.05
SA-R03123,02EL,Passenger elevator 6 stop,Elevator,no,48087.16,194210.65,89,0.01
SA-R03123,03EA,Excavation for foundations,EarthWork,m3,25375.1,18.84,93,0.05
SA-R03123,04BL,AAC blocks,Block,m2,52092.18,33.67,93,0.06
SA-R03123,05PA,Textured paint,Paint,m2,18915.89,13.6,92,0.1
SA-R03124,01FI,Sprinkler head,FireFighting,no,3748.45,277.99,99,0.03
SA-R03124,02PL,Gypsum plaster,Plaster,m2,13394.01,22.47,78,0.1
SA-R03124,03EL,Earthing system,Electrical,no,10818.57,67.24,95,0.05
SA-R03124,04HV,Split AC unit,HVAC,no,8490.13,2024.62,81,0.03
SA-R03124,05CE,Porcelain tiles 60x60,Ceramic,m2,2648.86,51.81,75,0.1
SA-R03124,06WA,Bitumen waterproofing,Waterproofing,m2,15551.88,45.71,78,0.08
SA-R03124,07EL,Passenger elevator 10 stop,Elevator,no,10876.04,202341.35,90,0.01
SA-R03125,01PL,Scratch coat,Plaster,m2,238.02,21.99,90,0.1
SA-R03125,02CE,Skirting,Ceramic,m2,436.33,52.96,99,0.1
SA-R03125,03HV,Exhaust fan,HVAC,no,226.32,1921.38,83,0.03
SA-R03125,04EA,Backfilling,EarthWork,m3,85.74,20.26,84,0.05
SA-R03125,05EL,Switch socket,Electrical,no,390.21,65.28,78,0.05
SA-R03125,06EL,Freight elevator,Elevator,no,264.11,197155.22,93,0.01
SA-R03125,07WA,Liquid membrane,Waterproofing,m2,91.04,45.85,79,0.08
SA-R03125,08WI,Aluminum window sliding,Windows,m2,308.01,586.09,98,0.05
SA-R03125,09FI,Fire extinguisher,FireFighting,no,412.9,287.73,80,0.03
SA-R03125,10CO,Plain concrete (PC),Concrete,m3,482.55,352.62,81,0.05
SA-R03126,01EA,Site grading,EarthWork,m3,154956.98,21.56,83,0.05
SA-R03126,02DO,Sliding door,Doors,no,44894.57,996.57,89,0.02
SA-R03126,03HV,Split AC unit,HVAC,no,184606.79,2107.16,88,0.03
SA-R03126,04RE,Steel reinforcement 40ksi,Reinforcement,ton,254880.08,3152.77,96,0.07
SA-R03126,05BL,Hollow concrete blocks 20cm,Block,m2,79708.53,34.29,82,0.06
SA-R03126,06CO,Reinforced concrete (RC) foundations,Concrete,m3,102619.18,381.82,76,0.05
SA-R03126,07EL,Earthing system,Electrical,no,174579.36,69.98,86,0.05
SA-R03126,08MA,Marble flooring,Marble,m2,205280.26,152.84,87,0.08
SA-R03127,01CE,Wall tiles,Ceramic,m2,255233.31,50.47,92,0.1
SA-R03127,02EA,Trench excavation,EarthWork,m3,180310.89,19.51,87,0.05
SA-R03127,03FI,Sprinkler head,FireFighting,no,288479.79,280.95,90,0.03
SA-R03127,04BL,AAC blocks,Block,m2,106238.5,33.42,97,0.06
SA-R03127,05RE,Steel reinforcement 40ksi,Reinforcement,ton,228535.92,2858.71,95,0.07
SA-R03127,06CO,RC shear walls,Concrete,m3,212648.61,342.69,93,0.05
SA-R03127,07EL,Escalator,Elevator,no,68748,203031.86,75,0.01
SA-R03128,01WI,Aluminum window fixed,Windows,m2,2903.33,718.04,96,0.05
SA-R03128,02WA,Polymer waterproofing,Waterproofing,m2,12406.26,51.93,85,0.08
SA-R03128,03EL,Light point,Electrical,no,3646.23,78.99,78,0.05
SA-R03128,04BL,AAC blocks,Block,m2,10913.92,39.91,78,0.06
SA-R03128,05PL,Cement plaster internal,Plaster,m2,2314.23,26.3,83,0.1
SA-R03128,06RE,Steel reinforcement 40ksi,Reinforcement,ton,4524.27,3752.95,82,0.07
SA-R03128,07FI,Fire alarm panel,FireFighting,no,12789.69,309.61,88,0.03
SA-R03128,08HV,Split AC unit,HVAC,no,11128.5,2233.02,80,0.03
SA-R03128,09CO,Lightweight concrete screed,Concrete,m3,13078.23,403.4,79,0.05
SA-R03128,10EL,Passenger elevator 10 stop,Elevator,no,2604.49,240309.52,91,0.01
SA-R03128,11CE,Porcelain tiles 60x60,Ceramic,m2,9152.79,60.93,75,0.1
SA-R03129,01CO,Reinforced concrete (RC) foundations,Concrete,m3,288.04,414.9,97,0.05
SA-R03129,02WI,Curtain wall,Windows,m2,364.09,739.04,99,0.05
SA-R03129,03WA,Water stop,Waterproofing,m2,253,53.84,77,0.08
SA-R03129,04DO,Wooden door,Doors,no,123.63,1186.51,99,0.02
SA-R03129,05BL,AAC blocks,Block,m2,428.63,38.85,89,0.06
SA-R03129,06RE,Steel reinforcement 60ksi,Reinforcement,ton,417.62,3487.41,88,0.07
SA-R03129,07HV,Ducted AC,HVAC,no,287.16,2421.26,83,0.03
SA-R03129,08EA,Backfilling,EarthWork,m3,327.15,24.51,99,0.05
SA-R03129,09CE,Mosaic tiles,Ceramic,m2,297.77,64.2,85,0.1
SA-R03129,10EL,Wire 4mm,Electrical,no,399.86,80.57,75,0.05
SA-R03130,01CE,Ceramic tiles 40x40,Ceramic,m2,112.26,50.1,95,0.1
SA-R03130,02WI,Glass partition,Windows,m2,116.72,552.9,76,0.05
SA-R03130,03EA,Trench excavation,EarthWork,m3,118.85,19.08,95,0.05
SA-R03130,04CO,RC beams,Concrete,m3,125.83,348.11,97,0.05
SA-R03130,05WA,Liquid membrane,Waterproofing,m2,31.15,42.12,77,0.08
SA-R03130,06MA,Marble flooring,Marble,m2,42.85,132.51,96,0.08
SA-R03130,07RE,Steel reinforcement 40ksi,Reinforcement,ton,117.34,2776.78,82,0.07
SA-R03131,01CE,Mosaic tiles,Ceramic,m2,8937.33,65.5,87,0.1
SA-R03131,02WA,Bitumen waterproofing,Waterproofing,m2,25355.21,49.77,98,0.08
SA-R03131,03WI,Aluminum window sliding,Windows,m2,15102.27,747.81,89,0.05
SA-R03131,04PL,Cement plaster internal,Plaster,m2,22964.56,25.36,88,0.1
SA-R03131,05EL,Freight elevator,Elevator,no,17790.06,237582.92,98,0.01
SA-R03131,06BL,Concrete bricks,Block,m2,9094.98,38.78,78,0.06
SA-R03132,01EL,MCB,Electrical,no,9804.32,84.13,94,0.05
SA-R03132,02CO,Reinforced concrete (RC) foundations,Concrete,m3,46665.8,425.42,77,0.05
SA-R03132,03PL,Sanitary fitting,Plumbing,no,30157.8,114.52,78,0.05
SA-R03132,04EL,Passenger elevator 10 stop,Elevator,no,46304.76,261218.95,80,0.01
SA-R03132,05DO,Sliding door,Doors,no,48478,1177.21,84,0.02
SA-R03132,06CE,Mosaic tiles,Ceramic,m2,35045.32,62.68,82,0.1
SA-R03133,01BL,Hollow concrete blocks 15cm,Block,m2,13548.29,39.88,88,0.06
SA-R03133,02PL,Water heater,Plumbing,no,33139.13,115.99,82,0.05
SA-R03133,03RE,Steel mesh,Reinforcement,ton,14555.71,3716.51,75,0.07
SA-R03133,04HV,Exhaust fan,HVAC,no,12464,2340.69,86,0.03
SA-R03133,05DO,Fire rated door,Doors,no,23640.21,1064.42,86,0.02
SA-R03133,06PA,Oil paint external,Paint,m2,16930.56,16.64,83,0.1
SA-R03133,07MA,Marble flooring,Marble,m2,39778.71,161.84,95,0.08
SA-R03133,08CE,Ceramic tiles 40x40,Ceramic,m2,55817.57,62.08,80,0.1
SA-R03133,09CO,RC columns,Concrete,m3,59341.99,410.38,88,0.05
SA-R03133,10WI,Aluminum window sliding,Windows,m2,60446.31,670.6,90,0.05
SA-R03133,11FI,Emergency light,FireFighting,no,32073.11,320.55,83,0.03
SA-R03134,01EL,Wire 2.5mm,Electrical,no,4547.05,69.43,95,0.05
SA-R03134,02DO,Metal door,Doors,no,4647.4,984.56,85,0.02
SA-R03134,03PL,Cement plaster external,Plaster,m2,5606.48,22.37,91,0.1
SA-R03134,04EA,Site grading,EarthWork,m3,4750.5,20.42,75,0.05
SA-R03134,05CO,RC slabs,Concrete,m3,4871.94,355.1,85,0.05
SA-R03134,06HV,Exhaust fan,HVAC,no,3327,2175.71,98,0.03
SA-R03134,07FI,Sprinkler head,FireFighting,no,2399.61,286.82,84,0.03
SA-R03134,08PL,Grey water pipe,Plumbing,no,5601.48,98.02,90,0.05
SA-R03135,01HV,Split AC unit,HVAC,no,14728.26,1931.28,80,0.03
SA-R03135,02MA,Granite flooring,Marble,m2,4106.85,148.61,86,0.08
SA-R03135,03WA,Bitumen waterproofing,Waterproofing,m2,19192.06,45.2,86,0.08
SA-R03135,04EA,Trench excavation,EarthWork,m3,27144.25,20.56,78,0.05
SA-R03135,05PA,Anti-mold paint,Paint,m2,21351.03,14.84,90,0.1
SA-R03135,06DO,Metal door,Doors,no,26646.65,992.06,90,0.02
SA-R03135,07EL,PVC conduit,Electrical,no,15936.73,73.61,94,0.05
SA-R03135,08CE,Ceramic tiles 40x40,Ceramic,m2,18883.63,54.28,78,0.1
SA-R03136,01WA,Bitumen waterproofing,Waterproofing,m2,6701.23,42.47,79,0.08
SA-R03136,02PL,Cement plaster internal,Plaster,m2,6768.3,20.91,97,0.1
SA-R03136,03DO,Fire rated door,Doors,no,5510.75,858.41,97,0.02
SA-R03136,04BL,AAC blocks,Block,m2,1370.86,31.65,82,0.06
SA-R03136,05EL,Freight elevator,Elevator,no,4893.76,187939.05,93,0.01
SA-R03136,06RE,Steel reinforcement 60ksi,Reinforcement,ton,2453.66,2901.52,76,0.07
SA-R03136,07CE,Wall tiles,Ceramic,m2,4696.62,51.43,80,0.1
SA-R03136,08CO,RC columns,Concrete,m3,2063.29,333.09,88,0.05
SA-R03136,09MA,Marble flooring,Marble,m2,3020.26,137.64,91,0.08
SA-R03137,01EL,Cable tray,Electrical,no,16426.35,72.56,85,0.05
SA-R03137,02CE,Skirting,Ceramic,m2,9493.2,58.52,99,0.1
SA-R03137,03FI,Fire hose cabinet,FireFighting,no,2961.38,305.03,75,0.03
SA-R03137,04EA,Backfilling,EarthWork,m3,18869.82,23.48,89,0.05
SA-R03137,05EL,Escalator,Elevator,no,19031.31,219360.68,96,0.01
SA-R03137,06DO,Metal door,Doors,no,17348.6,1073.77,81,0.02
SA-R03137,07BL,Hollow concrete blocks 20cm,Block,m2,13026.5,40.28,99,0.06
SA-R03137,08CO,RC stairs,Concrete,m3,15521.13,405.62,77,0.05
SA-R03137,09RE,Steel mesh,Reinforcement,ton,18437.03,3303.18,97,0.07
SA-R03137,10PL,Gypsum plaster,Plaster,m2,20479.36,24.91,96,0.1
SA-R03137,11HV,Ducted AC,HVAC,no,21483.93,2189.69,91,0.03
SA-R03138,01CE,Ceramic tiles 40x40,Ceramic,m2,435.15,56.66,99,0.1
SA-R03138,02EA,Soil compaction,EarthWork,m3,179.37,22.31,83,0.05
SA-R03138,03EL,Wire 2.5mm,Electrical,no,200.84,76.92,97,0.05
SA-R03138,04EL,Passenger elevator 6 stop,Elevator,no,353.38,230800.03,79,0.01
SA-R03138,05DO,Sliding door,Doors,no,512.78,1077.23,83,0.02
SA-R03138,06CO,RC beams,Concrete,m3,395.52,394,84,0.05
SA-R03138,07WA,Polymer waterproofing,Waterproofing,m2,322.18,50.06,82,0.08
SA-R03138,08HV,Ductwork,HVAC,no,258.43,2362.15,95,0.03
SA-R03138,09PL,Water heater,Plumbing,no,364.41,110.9,97,0.05
SA-R03138,10FI,Fire alarm panel,FireFighting,no,320.77,296.74,86,0.03
SA-R03138,11MA,Granite flooring,Marble,m2,343.91,170.1,79,0.08
SA-R03139,01EL,Escalator,Elevator,no,397.12,207969.54,82,0.01
SA-R03139,02EA,Excavation for foundations,EarthWork,m3,496.48,23.32,91,0.05
SA-R03139,03MA,Marble flooring,Marble,m2,452.1,158.15,97,0.08
SA-R03139,04WA,Bitumen waterproofing,Waterproofing,m2,238.41,48.49,75,0.08
SA-R03139,05CO,RC shear walls,Concrete,m3,240.38,376.83,92,0.05
SA-R03139,06FI,Sprinkler head,FireFighting,no,113.42,298.56,80,0.03
SA-R03139,07PA,Textured paint,Paint,m2,84.58,16.38,97,0.1
SA-R03139,08EL,Light point,Electrical,no,156.3,76.72,78,0.05
SA-R03139,09HV,Ductwork,HVAC,no,201.86,2229.04,88,0.03
SA-R03139,10PL,Copper pipe 15mm,Plumbing,no,459.47,103.85,79,0.05
SA-R03140,01EL,Passenger elevator 10 stop,Elevator,no,95.11,192865.01,94,0.01
SA-R03140,02PL,Pump set,Plumbing,no,378.85,97.23,87,0.05
SA-R03140,03RE,Steel reinforcement 60ksi,Reinforcement,ton,102.02,2886.49,83,0.07
SA-R03140,04CE,Porcelain tiles 60x60,Ceramic,m2,281.84,52.38,79,0.1
SA-R03140,05CO,RC slabs,Concrete,m3,193.36,352.35,97,0.05
SA-R03140,06FI,Smoke detector,FireFighting,no,552.82,274.03,80,0.03
SA-R03140,07HV,Ducted AC,HVAC,no,511.2,1981.79,80,0.03
SA-R03140,08MA,Granite countertop,Marble,m2,219.83,144.11,87,0.08
SA-R03140,09EA,Excavation for foundations,EarthWork,m3,555.06,19.65,80,0.05
SA-R03141,01FI,Fire extinguisher,FireFighting,no,377.3,333.2,97,0.03
SA-R03141,02WA,Polymer waterproofing,Waterproofing,m2,651.04,53.75,92,0.08
SA-R03141,03BL,Hollow concrete blocks 20cm,Block,m2,423.9,40.27,79,0.06
SA-R03141,04CE,Skirting,Ceramic,m2,697.26,61.63,98,0.1
SA-R03141,05EL,DB panel,Electrical,no,586.04,75.92,76,0.05
SA-R03141,06EL,Passenger elevator 10 stop,Elevator,no,516.61,238517.34,83,0.01
SA-R03142,01RE,Tie wire,Reinforcement,ton,471.98,2998.33,98,0.07
SA-R03142,02PL,Cement plaster internal,Plaster,m2,227.94,20.84,78,0.1
SA-R03142,03WA,Bitumen waterproofing,Waterproofing,m2,439.62,42.36,95,0.08
SA-R03142,04CO,RC beams,Concrete,m3,397.43,326.39,78,0.05
SA-R03142,05BL,Hollow concrete blocks 20cm,Block,m2,207.25,32.68,98,0.06
SA-R03142,06CE,Wall tiles,Ceramic,m2,61.58,50.26,94,0.1
SA-R03142,07EA,Trench excavation,EarthWork,m3,387.63,19.92,77,0.05
SA-R03142,08MA,Granite flooring,Marble,m2,277.36,143.49,98,0.08
SA-R03143,01CE,Mosaic tiles,Ceramic,m2,422.64,49.76,98,0.1
SA-R03143,02FI,Fire hose cabinet,FireFighting,no,164.42,279.86,91,0.03
SA-R03143,03BL,AAC blocks,Block,m2,474.68,32.97,94,0.06
SA-R03143,04EA,Trench excavation,EarthWork,m3,446.49,18.15,94,0.05
SA-R03143,05PL,Gypsum plaster,Plaster,m2,313.42,20.82,77,0.1
SA-R03144,01EL,Escalator,Elevator,no,5375.55,193694.29,90,0.01
SA-R03144,02FI,Smoke detector,FireFighting,no,3009.53,273.15,95,0.03
SA-R03144,03WA,Polymer waterproofing,Waterproofing,m2,11915.62,40.48,81,0.08
SA-R03144,04EA,Backfilling,EarthWork,m3,6193.41,20.56,92,0.05
SA-R03144,05CO,RC stairs,Concrete,m3,9850.13,344.71,94,0.05
SA-R03145,01MA,Granite countertop,Marble,m2,21410.06,167.65,89,0.08
SA-R03145,02CO,RC shear walls,Concrete,m3,22143.65,402.3,94,0.05
SA-R03145,03EA,Soil compaction,EarthWork,m3,17095.97,22.99,92,0.05
SA-R03145,04RE,Tie wire,Reinforcement,ton,3337.08,3448.78,84,0.07
SA-R03145,05FI,Fire extinguisher,FireFighting,no,13721.24,332.11,86,0.03
SA-R03145,06DO,Fire rated door,Doors,no,12473.17,1111.07,78,0.02
SA-R03145,07HV,Diffuser,HVAC,no,3558.52,2211.66,82,0.03
SA-R03145,08PL,Scratch coat,Plaster,m2,11718.29,25.21,91,0.1
SA-R03145,09EL,Escalator,Elevator,no,6359.76,226731.89,83,0.01
SA-R03145,10CE,Porcelain tiles 60x60,Ceramic,m2,19271.18,58.49,97,0.1
SA-R03145,11BL,Concrete bricks,Block,m2,3203.54,37.77,95,0.06
SA-R03146,01CE,Wall tiles,Ceramic,m2,357.36,53.86,93,0.1
SA-R03146,02RE,Steel reinforcement 60ksi,Reinforcement,ton,727.64,3042.36,84,0.07
SA-R03146,03PA,Emulsion paint internal,Paint,m2,907.04,15.09,84,0.1
SA-R03146,04PL,Water tank GRP,Plumbing,no,758.05,98,77,0.05
SA-R03146,05DO,Metal door,Doors,no,806.35,974.69,77,0.02
SA-R03147,01WA,Polymer waterproofing,Waterproofing,m2,8244.63,46.87,88,0.08
SA-R03147,02MA,Marble cladding,Marble,m2,8985.35,165.68,77,0.08
SA-R03147,03PL,Gypsum plaster,Plaster,m2,5526.55,24.49,77,0.1
SA-R03147,04BL,Hollow concrete blocks 15cm,Block,m2,3791.74,35.8,91,0.06
SA-R03147,05HV,Diffuser,HVAC,no,9526.11,2140.31,94,0.03
SA-R03147,06RE,Tie wire,Reinforcement,ton,8268.42,3320.02,94,0.07
SA-R03147,07PL,Water heater,Plumbing,no,8197.61,104.95,95,0.05
SA-R03148,01RE,Steel reinforcement 60ksi,Reinforcement,ton,12574.99,2932.42,91,0.07
SA-R03148,02EL,Freight elevator,Elevator,no,9230.41,182259.19,76,0.01
SA-R03148,03PA,Oil paint external,Paint,m2,14777.61,14.24,76,0.1
SA-R03148,04FI,Sprinkler head,FireFighting,no,20570.3,255.73,95,0.03
SA-R03148,05WI,Aluminum window sliding,Windows,m2,7855.77,611.24,80,0.05
SA-R03148,06CE,Porcelain tiles 60x60,Ceramic,m2,12301.98,49.04,81,0.1
SA-R03148,07PL,Scratch coat,Plaster,m2,20205.98,21.41,84,0.1
SA-R03148,08EL,MCB,Electrical,no,5541.37,66.62,89,0.05
SA-R03149,01HV,Exhaust fan,HVAC,no,19304.48,2011.64,86,0.03
SA-R03149,02DO,UPVC door,Doors,no,69267.4,963.41,89,0.02
SA-R03149,03WA,Polymer waterproofing,Waterproofing,m2,24342.03,46.12,87,0.08
SA-R03149,04PL,Copper pipe 15mm,Plumbing,no,82835.02,100.37,95,0.05
SA-R03149,05CE,Skirting,Ceramic,m2,77452.44,56.28,81,0.1
SA-R03149,06MA,Marble cladding,Marble,m2,47498.46,145.17,75,0.08
SA-R03149,07WI,Glass partition,Windows,m2,35412.57,624.48,75,0.05
SA-R03149,08PA,Emulsion paint internal,Paint,m2,20081.23,14.73,96,0.1
SA-R03149,09FI,Sprinkler head,FireFighting,no,99051.47,287.01,84,0.03
SA-R03149,10EL,Switch socket,Electrical,no,72515.15,67.52,96,0.05
SA-R03150,01PL,Water heater,Plumbing,no,5040.43,102.97,85,0.05
SA-R03150,02RE,Steel reinforcement 40ksi,Reinforcement,ton,1192.98,3503.04,97,0.07
SA-R03150,03PA,Anti-mold paint,Paint,m2,2056.9,16.25,90,0.1
SA-R03150,04CO,RC beams,Concrete,m3,1847.65,403.39,76,0.05
SA-R03150,05MA,Marble cladding,Marble,m2,4748.61,159.44,95,0.08
SA-R03150,06BL,Hollow concrete blocks 10cm,Block,m2,3960.82,39,99,0.06
SA-R03150,07WI,Aluminum window sliding,Windows,m2,1457.34,655.42,75,0.05
SA-R03150,08EL,Cable tray,Electrical,no,2723.73,78.39,83,0.05
SA-R03150,09EA,Soil compaction,EarthWork,m3,3356.62,21.67,94,0.05
SA-R03150,10WA,Liquid membrane,Waterproofing,m2,922.28,48.45,99,0.08
SA-R03150,11DO,Sliding door,Doors,no,1885.16,1100.93,78,0.02
SA-R03151,01DO,UPVC door,Doors,no,1671.56,1056.25,79,0.02
SA-R03151,02EA,Soil compaction,EarthWork,m3,2865.17,22.36,83,0.05
SA-R03151,03CO,Reinforced concrete (RC) foundations,Concrete,m3,1246.9,400.72,84,0.05
SA-R03151,04FI,Fire extinguisher,FireFighting,no,2433.69,313.62,85,0.03
SA-R03151,05RE,Steel mesh,Reinforcement,ton,2658.33,3368.71,78,0.07
SA-R03151,06BL,AAC blocks,Block,m2,3001.78,38.73,80,0.06
SA-R03152,01WI,Aluminum window sliding,Windows,m2,2480.55,678.17,75,0.05
SA-R03152,02CE,Ceramic tiles 40x40,Ceramic,m2,1133.7,58.23,79,0.1
SA-R03152,03WA,Polymer waterproofing,Waterproofing,m2,5244.37,49.59,82,0.08
SA-R03152,04PL,Cement plaster external,Plaster,m2,3314.29,24.25,88,0.1
SA-R03152,05EL,Passenger elevator 6 stop,Elevator,no,2438.62,228378.58,99,0.01
SA-R03152,06MA,Granite flooring,Marble,m2,975.95,161.29,96,0.08
SA-R03152,07BL,Concrete bricks,Block,m2,4711.47,38.61,83,0.06
SA-R03152,08EL,MCB,Electrical,no,4423.87,75.15,92,0.05
SA-R03152,09DO,Wooden door,Doors,no,1132.47,1040.06,84,0.02
SA-R03153,01WI,Aluminum window fixed,Windows,m2,9293.04,572.81,85,0.05
SA-R03153,02WA,Polymer waterproofing,Waterproofing,m2,9231.05,41.26,93,0.08
SA-R03153,03RE,Steel reinforcement 40ksi,Reinforcement,ton,14338.64,2867.41,81,0.07
SA-R03153,04EL,Escalator,Elevator,no,13336.09,196789.88,82,0.01
SA-R03153,05EL,Wire 6mm,Electrical,no,7346.87,65.22,77,0.05
SA-R03153,06CO,Reinforced concrete (RC) foundations,Concrete,m3,15848,345.74,88,0.05
SA-R03153,07FI,Fire alarm panel,FireFighting,no,2640.34,277.14,94,0.03
SA-R03153,08PL,Cement plaster external,Plaster,m2,5462.97,20.5,81,0.1
SA-R03153,09HV,Air handling unit,HVAC,no,12468.18,2011.26,87,0.03
SA-R03153,10DO,Wooden door,Doors,no,7075.61,876.38,78,0.02
SA-R03153,11BL,Hollow concrete blocks 10cm,Block,m2,7275.74,31.07,95,0.06
SA-R03154,01FI,Emergency light,FireFighting,no,83907.46,328.62,78,0.03
SA-R03154,02EL,Passenger elevator 6 stop,Elevator,no,87771.52,223106.85,81,0.01
SA-R03154,03BL,Hollow concrete blocks 20cm,Block,m2,17893.16,39.25,83,0.06
SA-R03154,04EA,Backfilling,EarthWork,m3,25829.41,23.22,97,0.05
SA-R03154,05WA,Liquid membrane,Waterproofing,m2,30131.37,48.87,77,0.08
SA-R03154,06PL,Cement plaster external,Plaster,m2,80522.19,25.61,88,0.1
SA-R03154,07HV,Diffuser,HVAC,no,95626.94,2405.2,88,0.03
SA-R03155,01BL,Hollow concrete blocks 20cm,Block,m2,8590.16,38.39,78,0.06
SA-R03155,02RE,Tie wire,Reinforcement,ton,5732.97,3619.83,90,0.07
SA-R03155,03FI,Fire alarm panel,FireFighting,no,2018.39,311.18,88,0.03
SA-R03155,04PL,Scratch coat,Plaster,m2,7488.77,24.5,78,0.1
SA-R03155,05DO,Sliding door,Doors,no,5355.29,1042.49,93,0.02
SA-R03155,06CE,Porcelain tiles 60x60,Ceramic,m2,7989.51,54.81,96,0.1
SA-R03156,01EA,Soil compaction,EarthWork,m3,5364.42,23.46,82,0.05
SA-R03156,02EL,Freight elevator,Elevator,no,26388.69,225132.39,85,0.01
SA-R03156,03HV,Air handling unit,HVAC,no,14473.64,2335.94,75,0.03
SA-R03156,04WI,Aluminum window sliding,Windows,m2,29602.18,667.74,79,0.05
SA-R03156,05CE,Mosaic tiles,Ceramic,m2,17429.92,59.53,90,0.1
SA-R03156,06PA,Textured paint,Paint,m2,6808.29,15.89,80,0.1
SA-R03156,07CO,RC columns,Concrete,m3,6251.56,410.26,93,0.05
SA-R03156,08EL,Wire 2.5mm,Electrical,no,16737.17,78.35,80,0.05
SA-R03156,09FI,Fire alarm panel,FireFighting,no,9425.81,325.36,81,0.03
SA-R03156,10DO,Wooden door,Doors,no,9745.73,1092.97,92,0.02
SA-R03157,01FI,Sprinkler head,FireFighting,no,6039.07,260.9,81,0.03
SA-R03157,02PL,Water heater,Plumbing,no,9173.53,92.38,97,0.05
SA-R03157,03EL,MCB,Electrical,no,16636.04,65.94,95,0.05
SA-R03157,04DO,UPVC door,Doors,no,20497.1,948.52,92,0.02
SA-R03157,05RE,Tie wire,Reinforcement,ton,9717.13,2841.68,81,0.07
SA-R03158,01BL,Hollow concrete blocks 15cm,Block,m2,1130.38,34.28,99,0.06
SA-R03158,02EA,Excavation for foundations,EarthWork,m3,1042.67,20.76,91,0.05
SA-R03158,03EL,Wire 2.5mm,Electrical,no,762.32,64.3,77,0.05
SA-R03158,04WA,Bitumen waterproofing,Waterproofing,m2,1161.05,45.2,75,0.08
SA-R03158,05CO,RC slabs,Concrete,m3,1873.79,373.09,75,0.05
SA-R03158,06FI,Smoke detector,FireFighting,no,716.48,288.24,88,0.03
SA-R03158,07MA,Granite countertop,Marble,m2,774.77,150.73,96,0.08
SA-R03158,08CE,Porcelain tiles 60x60,Ceramic,m2,1351.61,54.84,75,0.1
SA-R03158,09PL,Scratch coat,Plaster,m2,705.3,22.03,95,0.1
SA-R03158,10PA,Anti-mold paint,Paint,m2,1380.41,13.55,88,0.1
SA-R03158,11EL,Passenger elevator 6 stop,Elevator,no,1565.87,205867.97,89,0.01
SA-R03158,12PL,Copper pipe 15mm,Plumbing,no,1883.59,96.69,82,0.05
SA-R03159,01PA,Emulsion paint internal,Paint,m2,50642.81,14.9,87,0.1
SA-R03159,02PL,Pump set,Plumbing,no,21811.7,103.2,94,0.05
SA-R03159,03EA,Trench excavation,EarthWork,m3,34119.64,20.06,84,0.05
SA-R03159,04WA,Liquid membrane,Waterproofing,m2,29424.88,44.06,97,0.08
SA-R03159,05CO,Lightweight concrete screed,Concrete,m3,41754.19,376.04,86,0.05
